"","ind1","ind2","ind3","ind4","ind5","ind6","ind7","ind8","ind9","ind10","ind11","ind12","ind13","ind14","ind15","ind16","ind17","ind18","ind19","ind20","ind21","ind22","ind23","ind24","ind25"
"244",1,NA,2,3,4,5,6,7,8,2,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"245",1,NA,2,3,4,5,6,7,8,7,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"246",1,NA,2,3,4,5,6,7,8,2,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"247",1,NA,2,3,4,5,6,7,8,4,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"248",1,NA,2,3,4,5,6,7,8,5,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"249",1,NA,2,3,4,5,6,7,8,7,3,3,1,1,1,1,7,2,3,1,1,1,1,1,1
"250",1,NA,2,3,4,5,6,7,8,4,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"251",1,NA,2,3,4,5,6,7,8,2,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"252",1,NA,2,3,4,5,6,7,8,8,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"253",1,NA,2,3,4,5,6,7,8,1,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"254",1,NA,2,3,4,5,6,7,8,7,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"255",1,NA,2,3,4,5,6,7,8,7,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"256",1,NA,2,3,4,5,6,7,8,6,3,3,1,1,1,1,1,2,3,1,2,2,1,1,1
"257",1,NA,2,3,4,5,6,7,8,5,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"258",1,NA,2,3,4,5,6,7,8,2,3,3,8,1,1,1,1,2,3,1,1,1,1,1,1
"259",1,NA,2,3,4,5,6,7,8,3,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"260",1,NA,2,3,4,5,6,7,8,4,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"261",1,NA,2,3,4,5,6,7,8,1,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"262",1,NA,2,3,4,5,6,7,8,6,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"263",1,NA,2,3,4,5,6,7,8,1,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"264",1,NA,2,3,4,5,6,7,8,5,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"265",1,NA,2,3,4,5,6,7,8,1,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"266",1,NA,2,3,4,5,6,7,8,5,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"267",1,NA,2,3,4,5,6,7,8,4,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"268",1,NA,2,3,4,5,6,7,8,8,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"269",1,NA,2,3,4,5,6,7,8,1,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"270",1,NA,2,3,4,5,6,7,8,7,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"271",1,NA,2,3,4,5,6,7,8,8,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"272",1,NA,2,3,4,5,6,7,8,8,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"273",1,NA,2,3,4,5,6,7,8,5,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"274",1,NA,2,3,4,5,6,7,8,2,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"275",1,NA,2,3,4,5,6,7,8,3,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"276",1,NA,2,3,4,5,6,7,8,5,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"277",1,NA,2,3,4,5,6,7,8,5,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"278",1,NA,2,3,4,5,6,7,8,2,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"279",1,NA,2,3,4,5,6,7,8,3,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"280",1,NA,2,3,4,5,6,7,8,5,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"281",1,NA,2,3,4,5,6,7,8,2,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"282",1,NA,2,3,4,5,6,7,8,5,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"283",1,NA,2,3,4,5,6,7,8,3,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"284",1,NA,2,3,4,5,6,7,8,5,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"285",1,NA,2,3,4,5,6,7,8,6,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"286",1,NA,2,3,4,5,6,7,8,5,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"287",1,NA,2,3,4,5,6,7,8,5,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"288",1,NA,2,3,4,5,6,7,8,1,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"289",1,NA,2,3,4,5,6,7,8,5,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"290",1,NA,2,3,4,5,6,7,8,4,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"291",1,NA,2,3,4,5,6,7,8,7,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"292",1,NA,2,3,4,5,6,7,8,5,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"293",1,NA,2,3,4,5,6,7,8,7,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"294",1,NA,2,3,4,5,6,7,8,3,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"295",1,NA,2,3,4,5,6,7,8,7,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"296",1,NA,2,3,4,5,6,7,8,8,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"297",1,NA,2,3,4,5,6,7,8,7,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"298",1,NA,2,3,4,5,6,7,8,1,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"299",1,NA,2,3,4,5,6,7,8,1,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"300",1,NA,2,3,4,5,6,7,8,2,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"301",1,NA,2,3,4,5,6,7,8,7,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
"302",1,NA,2,3,4,5,6,7,8,1,3,3,1,1,1,1,1,2,3,1,1,1,1,1,1
